wallet,level,segment,n,roi_mean,roi_shrunk,t,winrate,roi_half1,roi_half2,approved
0x01ced860d8dca5d7987579d2a2635df8520d27a2,L1,Sports,976,0.3794,0.3778,5.27,0.487,0.454,0.3048,True
0x01ced860d8dca5d7987579d2a2635df8520d27a2,L2,Sports / Other sport,975,0.3808,0.3792,5.29,0.487,0.4545,0.3073,True
0x01ced860d8dca5d7987579d2a2635df8520d27a2,L3,Sports / Other sport / Hong Kong Daily Weather,724,0.3835,0.3813,4.85,0.482,0.4715,0.2956,True
0x01ced860d8dca5d7987579d2a2635df8520d27a2,L3,Sports / Other sport / Hong Kong Daily Lowest Temperature,241,0.4068,0.3986,2.41,0.51,0.5632,0.2516,True
0x01ced860d8dca5d7987579d2a2635df8520d27a2,L2t,Sports / Other sport / type=binary,975,0.3808,0.3792,5.29,0.487,0.4545,0.3073,True
0x01ced860d8dca5d7987579d2a2635df8520d27a2,L1b,Sports / price=0.00-0.10,139,1.194,1.0815,2.85,0.331,1.8508,0.5465,True
0x01ced860d8dca5d7987579d2a2635df8520d27a2,L1b,Sports / price=0.10-0.30,299,0.4639,0.4537,4.18,0.395,0.4775,0.4505,True
0x01ced860d8dca5d7987579d2a2635df8520d27a2,L1b,Sports / price=0.30-0.50,300,0.2127,0.2181,3.87,0.517,0.1292,0.2962,True
0x01ced860d8dca5d7987579d2a2635df8520d27a2,L2b,Sports / Other sport / price=0.00-0.10,139,1.194,1.0815,2.85,0.331,1.8508,0.5465,True
0x01ced860d8dca5d7987579d2a2635df8520d27a2,L2b,Sports / Other sport / price=0.10-0.30,299,0.4639,0.4537,4.18,0.395,0.4775,0.4505,True
0x01ced860d8dca5d7987579d2a2635df8520d27a2,L2b,Sports / Other sport / price=0.30-0.50,299,0.2167,0.222,3.95,0.518,0.1367,0.2962,True
0x01ced860d8dca5d7987579d2a2635df8520d27a2,L2l,Sports / Other sport / live,690,0.438,0.4341,4.68,0.497,0.5517,0.3242,True
0x01ced860d8dca5d7987579d2a2635df8520d27a2,L2l,Sports / Other sport / pre,285,0.2424,0.2462,2.51,0.463,0.2673,0.2177,True
0x6bc5d4869bc65e55eec9a1e46d69f2edeb6e33d3,L3,Crypto / Ethereum / Ethereum Multi Strikes Hourly,401,0.0088,0.0119,2.02,0.988,0.0059,0.0117,True
0x6bc5d4869bc65e55eec9a1e46d69f2edeb6e33d3,L3,Sports / Other sport / London Daily Lowest Temperature,35,0.0154,0.037,4.63,1.0,0.0191,0.0119,True
0x7bed1b9ed5f24b36fc66fa3bcfb314fdc273bbf5,L1,Sports,1027,0.2887,0.2887,4.27,0.378,0.4652,0.1125,True
0x7bed1b9ed5f24b36fc66fa3bcfb314fdc273bbf5,L2,Sports / Other sport,1027,0.2887,0.2887,4.27,0.378,0.4652,0.1125,True
0x7bed1b9ed5f24b36fc66fa3bcfb314fdc273bbf5,L3,Sports / Other sport / Guangzhou Daily Weather,62,0.979,0.8107,2.29,0.419,1.5281,0.43,True
0x7bed1b9ed5f24b36fc66fa3bcfb314fdc273bbf5,L3,Sports / Other sport / Manila Daily Weather,52,0.8016,0.6591,2.23,0.442,1.4663,0.1369,True
0x7bed1b9ed5f24b36fc66fa3bcfb314fdc273bbf5,L3,Sports / Other sport / Wellington Daily Weather,70,0.6049,0.5346,2.6,0.557,0.6256,0.5842,True
0x7bed1b9ed5f24b36fc66fa3bcfb314fdc273bbf5,L2t,Sports / Other sport / type=binary,1027,0.2887,0.2887,4.27,0.378,0.4652,0.1125,True
0x7bed1b9ed5f24b36fc66fa3bcfb314fdc273bbf5,L1b,Sports / price=0.00-0.10,127,0.9416,0.8528,2.31,0.197,1.3739,0.516,True
0x7bed1b9ed5f24b36fc66fa3bcfb314fdc273bbf5,L1b,Sports / price=0.10-0.30,490,0.2601,0.2613,3.01,0.288,0.3101,0.2102,True
0x7bed1b9ed5f24b36fc66fa3bcfb314fdc273bbf5,L1b,Sports / price=0.30-0.50,202,0.1544,0.1665,2.04,0.431,0.1521,0.1568,True
0x7bed1b9ed5f24b36fc66fa3bcfb314fdc273bbf5,L1b,Sports / price=0.50-0.70,142,0.136,0.1549,2.61,0.634,0.1433,0.1287,True
0x7bed1b9ed5f24b36fc66fa3bcfb314fdc273bbf5,L2b,Sports / Other sport / price=0.00-0.10,127,0.9416,0.8528,2.31,0.197,1.3739,0.516,True
0x7bed1b9ed5f24b36fc66fa3bcfb314fdc273bbf5,L2b,Sports / Other sport / price=0.10-0.30,490,0.2601,0.2613,3.01,0.288,0.3101,0.2102,True
0x7bed1b9ed5f24b36fc66fa3bcfb314fdc273bbf5,L2b,Sports / Other sport / price=0.30-0.50,202,0.1544,0.1665,2.04,0.431,0.1521,0.1568,True
0x7bed1b9ed5f24b36fc66fa3bcfb314fdc273bbf5,L2b,Sports / Other sport / price=0.50-0.70,142,0.136,0.1549,2.61,0.634,0.1433,0.1287,True
0x7bed1b9ed5f24b36fc66fa3bcfb314fdc273bbf5,L2l,Sports / Other sport / live,1015,0.2781,0.2783,4.12,0.375,0.4472,0.1094,True
0xe92a6ee4879ef26b528724ed4dc33967298ea51c,L1b,Sports / price=0.50-0.70,54,0.289,0.2405,2.7,0.722,0.3467,0.2314,True
0xc124ac4648554fecf7bd0e03dd2dd25fa1c7bd0f,L1b,Sports / price=0.50-0.70,40,0.2933,0.1981,2.81,0.725,0.2988,0.2879,True
0x2549f943f7c16ce4d2d282c93ce4156e303ec8b1,L1b,Sports / price=0.70-0.90,72,0.1011,0.0935,2.15,0.875,0.0853,0.1169,True
0x2549f943f7c16ce4d2d282c93ce4156e303ec8b1,L2b,Sports / Other sport / price=0.70-0.90,72,0.1011,0.0935,2.15,0.875,0.0853,0.1169,True
0xb01b4bee732180c951eb89d8d4cc02577765d5ba,L2l,Sports / Tennis / pre,66,0.3222,0.2436,2.12,0.652,0.4723,0.1722,True
0x05c5b2e8b478a7292798e12c841c198558e86a69,L2,Sports / Basketball,268,0.2129,0.1998,3.03,0.597,0.1868,0.239,True
0x05c5b2e8b478a7292798e12c841c198558e86a69,L3,Sports / Basketball / WNBA,263,0.2083,0.1952,2.95,0.597,0.1702,0.2461,True
0x05c5b2e8b478a7292798e12c841c198558e86a69,L2t,Sports / Basketball / type=totals,101,0.3142,0.2661,2.34,0.554,0.1687,0.4568,True
0x05c5b2e8b478a7292798e12c841c198558e86a69,L2b,Sports / Basketball / price=0.50-0.70,114,0.1835,0.1596,2.22,0.649,0.0863,0.2806,True
0x05c5b2e8b478a7292798e12c841c198558e86a69,L2l,Sports / Basketball / live,257,0.175,0.1641,2.43,0.58,0.1397,0.2101,True
0xfe33078de47bbc749824547c6d01d1323ec9771f,L1b,Esports / price=0.30-0.50,64,0.3089,0.2409,2.05,0.531,0.332,0.2858,True
0xfe33078de47bbc749824547c6d01d1323ec9771f,L2b,Esports / Esports / price=0.30-0.50,64,0.3089,0.2409,2.05,0.531,0.332,0.2858,True
0x0b8cf0871066cbaffecc0579afaf3d44b94ac944,L2b,Sports / Soccer / price=0.10-0.30,68,0.7236,0.5483,2.12,0.309,0.9434,0.5037,True
0x803a112b5eb1404eea463b26a2318cfcb3b9219e,L1,Sports,1578,0.0674,0.0671,3.25,0.717,0.0414,0.0933,True
0x803a112b5eb1404eea463b26a2318cfcb3b9219e,L2,Sports / Other sport,1369,0.0838,0.0832,3.68,0.74,0.0635,0.104,True
0x803a112b5eb1404eea463b26a2318cfcb3b9219e,L3,Sports / Other sport / Busan Daily Weather,600,0.1199,0.1176,3.14,0.763,0.1246,0.1152,True
0x803a112b5eb1404eea463b26a2318cfcb3b9219e,L2t,Sports / Other sport / type=binary,1369,0.0838,0.0832,3.68,0.74,0.0635,0.104,True
0x803a112b5eb1404eea463b26a2318cfcb3b9219e,L1b,Sports / price=0.50-0.70,335,0.0888,0.0864,2.67,0.6,0.0432,0.1342,True
0x803a112b5eb1404eea463b26a2318cfcb3b9219e,L2b,Sports / Other sport / price=0.30-0.50,97,0.2263,0.1955,2.05,0.485,0.1905,0.2614,True
0x803a112b5eb1404eea463b26a2318cfcb3b9219e,L2b,Sports / Other sport / price=0.50-0.70,269,0.1158,0.111,3.14,0.621,0.0608,0.1703,True
0x803a112b5eb1404eea463b26a2318cfcb3b9219e,L2l,Sports / Other sport / live,1205,0.0896,0.0889,3.6,0.749,0.0621,0.117,True
0x76b8356b60b9bcac7458022c5f3c0337eeab4c9c,L1,Culture,903,0.6147,0.6129,2.37,0.554,0.6773,0.5523,True
0x76b8356b60b9bcac7458022c5f3c0337eeab4c9c,L2,Culture / MrBeast,329,0.4527,0.4572,2.1,0.593,0.817,0.0905,True
0x76b8356b60b9bcac7458022c5f3c0337eeab4c9c,L3,Culture / MrBeast / MrBeast views week 1,117,0.6209,0.6079,2.03,0.59,0.898,0.3485,True
0x76b8356b60b9bcac7458022c5f3c0337eeab4c9c,L2t,Culture / MrBeast / type=negrisk,326,0.4562,0.4606,2.1,0.589,0.822,0.0905,True
0x76b8356b60b9bcac7458022c5f3c0337eeab4c9c,L1b,Culture / price=0.00-0.10,282,1.6563,1.5818,2.01,0.326,1.3076,2.005,True
0x76b8356b60b9bcac7458022c5f3c0337eeab4c9c,L1b,Culture / price=0.10-0.30,160,0.3966,0.4116,2.75,0.406,0.2364,0.5568,True
0x76b8356b60b9bcac7458022c5f3c0337eeab4c9c,L1b,Culture / price=0.50-0.70,75,0.2027,0.2719,3.15,0.733,0.1889,0.2161,True
0x76b8356b60b9bcac7458022c5f3c0337eeab4c9c,L2b,Culture / MrBeast / price=0.10-0.30,64,0.6041,0.5869,2.46,0.453,0.8377,0.3706,True
0x76b8356b60b9bcac7458022c5f3c0337eeab4c9c,L2b,Culture / MrBeast / price=0.50-0.70,35,0.2075,0.3254,2.22,0.686,0.044,0.362,True
0xaa7789219c17e180dcb5933099c90d885f1d15a5,L1,Other,34,0.6073,0.3899,4.69,0.794,0.4019,0.8127,True
0xaa7789219c17e180dcb5933099c90d885f1d15a5,L2,Other / ?,34,0.6073,0.3899,4.69,0.794,0.4019,0.8127,True
0xaa7789219c17e180dcb5933099c90d885f1d15a5,L3,Other / ? / ?,34,0.6073,0.3899,4.69,0.794,0.4019,0.8127,True
0xaa7789219c17e180dcb5933099c90d885f1d15a5,L2t,Other / ? / type=binary,34,0.6073,0.3899,4.69,0.794,0.4019,0.8127,True
0x73ee03e69aff55ef0d113ee531ff6f01c77beea9,L2l,Sports / Other sport / pre,318,0.0304,0.0297,2.83,0.874,0.0263,0.0344,True
0xfc7b11e443d5a0d8ff5adb1ec359e3d94cb27a75,L1b,Sports / price=0.30-0.50,110,0.1945,0.1685,2.03,0.518,0.2978,0.0912,True
0xfc7b11e443d5a0d8ff5adb1ec359e3d94cb27a75,L1b,Sports / price=0.50-0.70,84,0.1834,0.153,2.52,0.643,0.2652,0.1015,True
0xfc7b11e443d5a0d8ff5adb1ec359e3d94cb27a75,L2b,Sports / Other sport / price=0.50-0.70,77,0.1598,0.1321,2.08,0.623,0.2206,0.1007,True
0x21ce81f50e18b8d301186a0d64ccf68c4d4de2ea,L1b,Sports / price=0.50-0.70,240,0.1103,0.0988,2.18,0.658,0.1241,0.0965,True
0x21ce81f50e18b8d301186a0d64ccf68c4d4de2ea,L2b,Sports / Soccer / price=0.50-0.70,97,0.1939,0.154,2.52,0.711,0.1197,0.2666,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L1,Sports,6685,0.0622,0.0621,2.31,0.979,0.0436,0.0807,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L2,Sports / Baseball,1069,0.0066,0.0074,2.26,0.995,0.002,0.0112,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L3,Sports / Baseball / MLB,1065,0.0065,0.0074,2.24,0.995,0.0019,0.0112,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L3,Sports / Soccer / FIFA World Cup,136,0.0157,0.0202,6.25,1.0,0.0165,0.0148,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L3,Sports / Tennis / ATP,38,0.0078,0.0227,4.65,1.0,0.0054,0.0101,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L3,Esports / Esports / Dota 2,46,0.006,0.0197,7.31,1.0,0.007,0.005,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L3,Sports / Soccer / Bundesliga 2025,51,0.0027,0.0163,4.64,1.0,0.0011,0.0043,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L3,Sports / Soccer / EFL Championship,37,0.0018,0.0191,3.17,0.973,0.0018,0.0018,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L3,Sports / Soccer / Premier League 2025,46,0.0021,0.017,3.07,1.0,0.0019,0.0024,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L3,Sports / Soccer / La Liga 2025,49,0.0015,0.0159,5.44,1.0,0.0018,0.0013,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L3,Sports / American Football / NFL 2026,121,0.0024,0.0093,8.79,1.0,0.0029,0.002,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L2t,Sports / Basketball / type=first_half_moneyline,118,0.03,0.033,2.73,1.0,0.0483,0.0117,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L2t,Sports / Baseball / type=totals,323,0.0162,0.0182,2.46,0.997,0.0077,0.0246,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L2t,Sports / Basketball / type=first_half_totals,299,0.0166,0.0188,2.29,0.997,0.0115,0.0217,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L2t,Sports / Basketball / type=spreads,873,0.0089,0.0098,2.04,0.99,0.0064,0.0114,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L2t,Sports / Hockey / type=spreads,143,0.0099,0.0149,4.45,0.993,0.0091,0.0106,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L2t,Sports / American Football / type=first_half_totals,51,0.0121,0.0231,5.08,1.0,0.0148,0.0095,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L2t,Esports / Esports / type=map_handicap,113,0.009,0.0154,3.56,1.0,0.013,0.0051,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L2t,Esports / Esports / type=totals,94,0.0089,0.0163,5.65,1.0,0.0113,0.0065,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L1b,Sports / price=0.30-0.50,38,0.4869,0.3366,2.35,0.553,0.6246,0.3492,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L1b,Esports / price=0.70-0.90,95,0.0979,0.0898,2.94,0.916,0.1245,0.0719,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L2b,Esports / Esports / price=0.70-0.90,95,0.0979,0.0898,2.94,0.916,0.1245,0.0719,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L2l,Sports / Soccer / pre,30,0.0341,0.0409,4.08,1.0,0.002,0.0663,True
0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,L2l,Sports / Baseball / live,1067,0.0053,0.0062,2.03,0.995,0.002,0.0087,True
0x641d3d750e82082fc70d2919d71264bf7c652449,L2t,Sports / Baseball / type=spreads,53,0.3987,0.2898,2.9,0.736,0.33,0.4648,True
0x641d3d750e82082fc70d2919d71264bf7c652449,L2l,Sports / Baseball / live,169,0.1953,0.1748,2.05,0.556,0.141,0.2489,True
0x5a83009fa6c4fcf4c0eef638b7f2bfb5dd27497d,L1b,Sports / price=0.30-0.50,226,0.1961,0.1831,2.31,0.469,0.2478,0.1444,True
0x5a83009fa6c4fcf4c0eef638b7f2bfb5dd27497d,L1b,Sports / price=0.70-0.90,49,0.106,0.0859,2.18,0.796,0.0337,0.1754,True
0x5a83009fa6c4fcf4c0eef638b7f2bfb5dd27497d,L2b,Sports / Other sport / price=0.30-0.50,226,0.1961,0.1831,2.31,0.469,0.2478,0.1444,True
0x5a83009fa6c4fcf4c0eef638b7f2bfb5dd27497d,L2b,Sports / Other sport / price=0.70-0.90,49,0.106,0.0859,2.18,0.796,0.0337,0.1754,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L1,Sports,3840,0.1001,0.1001,13.85,0.995,0.1539,0.0463,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L2,Sports / Other sport,3840,0.1001,0.1001,13.85,0.995,0.1539,0.0463,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Taipei Daily Weather,231,0.1362,0.1333,4.26,0.991,0.1567,0.1159,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Buenos Aires Daily Weather,90,0.213,0.1923,2.12,1.0,0.2681,0.1579,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Karachi Daily Weather,94,0.1757,0.1623,3.2,0.989,0.2967,0.0548,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Manila Daily Weather,78,0.1722,0.1573,2.79,1.0,0.2999,0.0445,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Kuala Lumpur Daily Weather,99,0.1411,0.1341,3.21,0.98,0.101,0.1805,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Madrid Daily Weather,46,0.2352,0.194,3.31,1.0,0.1702,0.3003,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Tel Aviv Daily Weather,88,0.1495,0.1402,3.1,1.0,0.2356,0.0634,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Panama Daily Weather,138,0.1118,0.1102,3.61,0.986,0.1721,0.0515,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Miami Daily Weather,70,0.1668,0.1518,3.28,1.0,0.2795,0.0541,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Lucknow Daily Weather,147,0.1022,0.1019,3.22,0.98,0.153,0.0522,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Mexico City Daily Weather,142,0.098,0.0982,3.52,0.993,0.097,0.0991,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Sao Paulo Daily Weather,133,0.1003,0.1002,3.23,1.0,0.1443,0.057,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Denver Daily Weather,68,0.1405,0.1312,3.34,1.0,0.1158,0.1652,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / NYC Daily Weather,71,0.116,0.1123,2.42,1.0,0.1002,0.1313,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Atlanta Daily Weather,67,0.1106,0.108,3.65,1.0,0.1611,0.0617,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Los Angeles Daily Weather,72,0.1028,0.1021,2.39,0.986,0.1632,0.0425,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Istanbul Daily Weather,70,0.1027,0.1019,4.33,1.0,0.1148,0.0905,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Cape Town Daily Weather,99,0.0789,0.0823,5.93,1.0,0.0651,0.0925,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Tokyo Daily Weather,37,0.1299,0.1192,2.71,0.973,0.1007,0.1576,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Ankara Daily Weather,69,0.0823,0.0861,4.8,1.0,0.1,0.0651,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Singapore Daily Weather,59,0.0871,0.0902,5.04,1.0,0.0669,0.1067,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / London Daily Lowest Temperature,63,0.074,0.0801,3.3,1.0,0.0505,0.0967,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Paris Daily Weather,57,0.077,0.0828,5.19,1.0,0.1062,0.0488,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Jeddah Daily Weather,53,0.0782,0.084,4.09,1.0,0.0828,0.0738,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Wellington Daily Weather,83,0.0593,0.0671,7.37,1.0,0.067,0.0519,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Austin Daily Weather,50,0.0801,0.0856,2.0,1.0,0.1285,0.0318,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Dallas Daily Weather,40,0.0932,0.0953,2.77,1.0,0.1333,0.0532,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / NYC Daily Lowest Temperature,75,0.0611,0.0691,2.51,0.987,0.0769,0.0457,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Paris Daily Lowest Temperature,91,0.0461,0.0557,8.18,1.0,0.0588,0.0338,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / San Francisco Daily Weather,56,0.0508,0.0636,4.96,1.0,0.059,0.0426,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Miami Daily Lowest Temperature,85,0.0272,0.0409,2.02,0.988,0.0229,0.0314,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Busan Daily Weather,32,0.0402,0.0629,6.27,1.0,0.039,0.0414,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Houston Daily Weather,36,0.0358,0.0585,7.75,1.0,0.0406,0.0311,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Cape Town Daily Lowest Temperature,48,0.029,0.0497,6.53,1.0,0.0237,0.0343,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Sao Paulo Daily Lowest Temperature,33,0.0344,0.0589,3.41,1.0,0.0241,0.0441,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Ankara Daily Lowest Temperature,61,0.0234,0.0422,7.94,1.0,0.02,0.0268,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L3,Sports / Other sport / Wellington Daily Lowest Temperature,37,0.0257,0.0515,5.12,1.0,0.0339,0.0179,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L2t,Sports / Other sport / type=binary,3840,0.1001,0.1001,13.85,0.995,0.1539,0.0463,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L1b,Sports / price=0.30-0.50,38,1.3733,0.934,16.53,0.974,1.3502,1.3964,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L1b,Sports / price=0.70-0.90,476,0.1811,0.1778,35.6,0.994,0.187,0.1752,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L1b,Sports / price=0.50-0.70,69,0.5508,0.4493,10.61,0.942,0.4996,0.6005,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L2b,Sports / Other sport / price=0.30-0.50,38,1.3733,0.934,16.53,0.974,1.3502,1.3964,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L2b,Sports / Other sport / price=0.70-0.90,476,0.1811,0.1778,35.6,0.994,0.187,0.1752,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L2b,Sports / Other sport / price=0.50-0.70,69,0.5508,0.4493,10.61,0.942,0.4996,0.6005,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L2l,Sports / Other sport / live,3808,0.1004,0.1004,13.78,0.994,0.1546,0.0461,True
0x6011655c4afb76f36dd1b08a137a1ba73466b31e,L2l,Sports / Other sport / pre,32,0.0669,0.0793,2.95,1.0,0.0492,0.0845,True
0x4c104e61febf3944fcfc05ee94551b815ffdb6a4,L1,Other,79,0.2388,0.1839,2.4,0.519,0.129,0.3459,True
0x4c104e61febf3944fcfc05ee94551b815ffdb6a4,L2,Other / ?,79,0.2388,0.1839,2.4,0.519,0.129,0.3459,True
0x4c104e61febf3944fcfc05ee94551b815ffdb6a4,L3,Other / ? / ?,79,0.2388,0.1839,2.4,0.519,0.129,0.3459,True
0x4c104e61febf3944fcfc05ee94551b815ffdb6a4,L2t,Other / ? / type=binary,79,0.2388,0.1839,2.4,0.519,0.129,0.3459,True
0x4c104e61febf3944fcfc05ee94551b815ffdb6a4,L1b,Other / price=0.30-0.50,41,0.3124,0.1992,2.26,0.463,0.3081,0.3166,True
0x4c104e61febf3944fcfc05ee94551b815ffdb6a4,L2b,Other / ? / price=0.30-0.50,41,0.3124,0.1992,2.26,0.463,0.3081,0.3166,True
0x6a56ba3d12bf5c78219ed240a5fc48c97cd9be30,L1,Other,37,1.7771,1.2487,4.5,0.919,2.4128,1.1748,True
0x6a56ba3d12bf5c78219ed240a5fc48c97cd9be30,L2,Other / ?,37,1.7771,1.2487,4.5,0.919,2.4128,1.1748,True
0x6a56ba3d12bf5c78219ed240a5fc48c97cd9be30,L3,Other / ? / ?,37,1.7771,1.2487,4.5,0.919,2.4128,1.1748,True
0x6a56ba3d12bf5c78219ed240a5fc48c97cd9be30,L2t,Other / ? / type=binary,37,1.7771,1.2487,4.5,0.919,2.4128,1.1748,True
0x9006751a04d629f45cc0c15b26c5685a0e309fb8,L1b,Sports / price=0.30-0.50,93,0.2454,0.2124,2.03,0.505,0.3845,0.1093,True
0x9006751a04d629f45cc0c15b26c5685a0e309fb8,L1b,Crypto / price=0.70-0.90,60,0.1002,0.0898,2.53,0.867,0.0756,0.1248,True
0x9006751a04d629f45cc0c15b26c5685a0e309fb8,L2b,Sports / Other sport / price=0.30-0.50,92,0.2475,0.2138,2.03,0.5,0.3616,0.1334,True
0xc9f4bec86118be62d973fd53004efca8fed8c1e4,L1b,Esports / price=0.70-0.90,85,0.1287,0.1022,2.34,0.835,0.122,0.1352,True
0xc9f4bec86118be62d973fd53004efca8fed8c1e4,L2b,Esports / Esports / price=0.70-0.90,85,0.1287,0.1022,2.34,0.835,0.122,0.1352,True
0x75b0f7404cc1c7eafed9fedd169e51805d5b63c6,L2,Sports / Baseball,49,0.0582,0.0408,2.43,0.959,0.0801,0.0372,True
0x75b0f7404cc1c7eafed9fedd169e51805d5b63c6,L3,Sports / Baseball / MLB,49,0.0582,0.0408,2.43,0.959,0.0801,0.0372,True
0x75b0f7404cc1c7eafed9fedd169e51805d5b63c6,L2t,Sports / Baseball / type=moneyline,49,0.0582,0.0408,2.43,0.959,0.0801,0.0372,True
0x75b0f7404cc1c7eafed9fedd169e51805d5b63c6,L2l,Sports / Baseball / live,49,0.0582,0.0408,2.43,0.959,0.0801,0.0372,True
0x108a7782120894a58eb308e61da5c01c242d8159,L1b,Sports / price=0.10-0.30,1013,0.1318,0.1332,2.48,0.302,0.1788,0.0848,True
0x108a7782120894a58eb308e61da5c01c242d8159,L2b,Sports / Other sport / price=0.10-0.30,1010,0.1265,0.128,2.38,0.301,0.1647,0.0882,True
0x8dbc6da0c3a1e1156d29076e305e194fd98a766c,L1b,Sports / price=0.00-0.10,48,0.9199,0.6748,3.21,0.542,0.5225,1.3173,True
0x8dbc6da0c3a1e1156d29076e305e194fd98a766c,L2b,Sports / Other sport / price=0.00-0.10,48,0.9199,0.6748,3.21,0.542,0.5225,1.3173,True
