wallet,level,segment,n,roi_mean,roi_shrunk,t,winrate,roi_half1,roi_half2,approved
0xb31e41965df4ab8014de4c4d8da9deff0a6ac120,L2b,Sports / Soccer / price=0.50-0.70,25,0.1407,0.1311,0.87,0.68,0.1034,0.1752,False
0xb31e41965df4ab8014de4c4d8da9deff0a6ac120,L2b,Sports / Tennis / price=0.90-1.00,92,0.0161,0.0345,0.99,0.978,0.0335,-0.0012,False
0xb31e41965df4ab8014de4c4d8da9deff0a6ac120,L2b,Sports / Soccer / price=0.90-1.00,28,0.0026,0.0511,0.07,0.929,0.0302,-0.0251,False
0xb31e41965df4ab8014de4c4d8da9deff0a6ac120,L2b,Sports / Tennis / price=0.50-0.70,89,0.0036,0.0248,0.04,0.618,-0.0751,0.0805,False
0xb31e41965df4ab8014de4c4d8da9deff0a6ac120,L2b,Sports / MMA/Boxing / price=0.30-0.50,33,-0.0602,0.0075,-0.29,0.394,-0.3067,0.1719,False
0xb31e41965df4ab8014de4c4d8da9deff0a6ac120,L2l,Sports / Tennis / live,406,0.1044,0.1051,2.53,0.736,0.0745,0.1342,True
0xb31e41965df4ab8014de4c4d8da9deff0a6ac120,L2l,Sports / Soccer / pre,41,0.4303,0.3283,1.72,0.854,0.6669,0.205,False
0xb31e41965df4ab8014de4c4d8da9deff0a6ac120,L2l,Sports / Soccer / live,104,0.0951,0.099,1.3,0.769,0.0445,0.1458,False
0xb31e41965df4ab8014de4c4d8da9deff0a6ac120,L2l,Sports / MMA/Boxing / pre,48,0.0767,0.0892,0.47,0.5,0.0158,0.1377,False
0xd072f1416328f999d530d99d9c1bf708aad295e8,L1,Sports,822,0.1149,0.1149,2.35,0.556,0.0587,0.171,True
0xd072f1416328f999d530d99d9c1bf708aad295e8,L2,Sports / Soccer,64,0.9704,0.7667,2.88,0.688,0.5265,1.4144,True
0xd072f1416328f999d530d99d9c1bf708aad295e8,L2t,Sports / Soccer / type=moneyline,57,0.7841,0.6103,3.16,0.667,0.6029,0.9591,True
0xd072f1416328f999d530d99d9c1bf708aad295e8,L1b,Sports / price=0.10-0.30,132,0.4235,0.3829,2.22,0.318,0.0248,0.8222,True
0xd072f1416328f999d530d99d9c1bf708aad295e8,L2l,Sports / Soccer / live,64,0.9704,0.7667,2.88,0.688,0.5265,1.4144,True
0xfe659bb0396b007b2984f95e76e23fde006bcd92,L3,Crypto / Bitcoin / Bitcoin Hit Price Monthly,35,0.1868,0.1327,2.5,0.829,0.1566,0.2153,True
0x2d24b04a80a62b4a4e8c91443ab45d4dd156f379,L1,Sports,987,0.0945,0.0945,2.37,0.567,0.1028,0.0862,True
0x2d24b04a80a62b4a4e8c91443ab45d4dd156f379,L3,Sports / Tennis / WTA,203,0.2013,0.1917,2.28,0.591,0.1267,0.2751,True
0x2d24b04a80a62b4a4e8c91443ab45d4dd156f379,L1b,Sports / price=0.70-0.90,181,0.0787,0.0803,2.25,0.845,0.1088,0.049,True
0x9cb990f1862568a63d8601efeebe0304225c32f2,L2b,Sports / Tennis / price=0.50-0.70,179,0.1801,0.1626,3.12,0.676,0.2263,0.1345,True
0x9cb990f1862568a63d8601efeebe0304225c32f2,L2b,Sports / Tennis / price=0.70-0.90,69,0.1075,0.0847,2.18,0.855,0.0883,0.1262,True
0xd1156233fca80629cbf6ce80d86a019e04e74906,L1,Sports,713,0.1189,0.1189,7.78,0.923,0.0629,0.1747,True
0xd1156233fca80629cbf6ce80d86a019e04e74906,L2,Sports / Other sport,713,0.1189,0.1189,7.78,0.923,0.0629,0.1747,True
0xd1156233fca80629cbf6ce80d86a019e04e74906,L3,Sports / Other sport / Los Angeles Daily Weather,33,0.3271,0.2485,6.67,1.0,0.3276,0.3265,True
0xd1156233fca80629cbf6ce80d86a019e04e74906,L3,Sports / Other sport / Miami Daily Weather,41,0.2378,0.1988,4.05,0.951,0.1485,0.323,True
0xd1156233fca80629cbf6ce80d86a019e04e74906,L3,Sports / Other sport / Chicago Daily Weather,32,0.2775,0.2165,4.33,0.969,0.3162,0.2388,True
0xd1156233fca80629cbf6ce80d86a019e04e74906,L3,Sports / Other sport / London Daily Weather,31,0.2317,0.1875,2.43,0.871,0.0895,0.3651,True
0xd1156233fca80629cbf6ce80d86a019e04e74906,L3,Sports / Other sport / Atlanta Daily Weather,41,0.1793,0.1595,2.51,0.902,0.239,0.1225,True
0xd1156233fca80629cbf6ce80d86a019e04e74906,L3,Sports / Other sport / San Francisco Daily Weather,30,0.2162,0.1773,2.75,0.933,0.1637,0.2687,True
0xd1156233fca80629cbf6ce80d86a019e04e74906,L3,Sports / Other sport / NYC Daily Weather,38,0.1728,0.1542,3.98,0.974,0.1277,0.2178,True
0xd1156233fca80629cbf6ce80d86a019e04e74906,L2t,Sports / Other sport / type=binary,713,0.1189,0.1189,7.78,0.923,0.0629,0.1747,True
0xd1156233fca80629cbf6ce80d86a019e04e74906,L1b,Sports / price=0.50-0.70,108,0.3318,0.2985,6.04,0.852,0.2701,0.3935,True
0xd1156233fca80629cbf6ce80d86a019e04e74906,L1b,Sports / price=0.70-0.90,302,0.1208,0.1207,5.4,0.897,0.0847,0.1569,True
0xd1156233fca80629cbf6ce80d86a019e04e74906,L2b,Sports / Other sport / price=0.50-0.70,108,0.3318,0.2985,6.04,0.852,0.2701,0.3935,True
0xd1156233fca80629cbf6ce80d86a019e04e74906,L2b,Sports / Other sport / price=0.70-0.90,302,0.1208,0.1207,5.4,0.897,0.0847,0.1569,True
0xd1156233fca80629cbf6ce80d86a019e04e74906,L2l,Sports / Other sport / live,713,0.1189,0.1189,7.78,0.923,0.0629,0.1747,True
0x2792fc28811277f12a54e32bd8188be02c2dc4f6,L2,Sports / Tennis,31,0.5421,0.3526,2.01,0.613,0.6389,0.4513,True
0x2792fc28811277f12a54e32bd8188be02c2dc4f6,L2t,Sports / Tennis / type=moneyline,31,0.5421,0.3526,2.01,0.613,0.6389,0.4513,True
0x2792fc28811277f12a54e32bd8188be02c2dc4f6,L2l,Sports / Tennis / pre,30,0.5935,0.3797,2.17,0.633,0.6389,0.548,True
0x2da245862be758df3908195772b1b06ef4808c2b,L1,Sports,85,0.1625,0.1469,2.2,0.753,0.0941,0.2294,True
0x2da245862be758df3908195772b1b06ef4808c2b,L1,Esports,195,0.0503,0.0531,0.97,0.656,0.0597,0.0411,False
0x2da245862be758df3908195772b1b06ef4808c2b,L2,Sports / Soccer,65,0.1465,0.1309,1.79,0.754,0.0715,0.2191,False
0x2da245862be758df3908195772b1b06ef4808c2b,L2,Esports / Esports,195,0.0503,0.0531,0.97,0.656,0.0597,0.0411,False
0x2da245862be758df3908195772b1b06ef4808c2b,L3,Esports / Esports / Dota 2,108,0.0729,0.0741,0.98,0.648,0.031,0.1149,False
0x2da245862be758df3908195772b1b06ef4808c2b,L3,Esports / Esports / League of Legends,58,0.0748,0.0763,0.91,0.707,0.0176,0.132,False
0x2da245862be758df3908195772b1b06ef4808c2b,L3,Esports / Esports / Counter Strike,29,-0.0828,-0.0161,-0.6,0.586,0.054,-0.2104,False
0x2da245862be758df3908195772b1b06ef4808c2b,L2t,Esports / Esports / type=moneyline,128,0.1104,0.1064,1.7,0.68,0.1384,0.0824,False
0x2da245862be758df3908195772b1b06ef4808c2b,L2t,Sports / Soccer / type=moneyline,57,0.1081,0.1009,1.18,0.719,0.0341,0.1796,False
0x2da245862be758df3908195772b1b06ef4808c2b,L2t,Esports / Esports / type=child_moneyline,64,-0.0426,-0.0133,-0.49,0.625,-0.1316,0.0463,False
0x2da245862be758df3908195772b1b06ef4808c2b,L1b,Esports / price=0.50-0.70,112,0.1345,0.1263,1.91,0.67,0.1344,0.1346,False
0x2da245862be758df3908195772b1b06ef4808c2b,L1b,Sports / price=0.50-0.70,49,0.1513,0.1308,1.44,0.673,0.0561,0.2427,False
0x2da245862be758df3908195772b1b06ef4808c2b,L1b,Sports / price=0.70-0.90,21,0.1463,0.1142,1.72,0.905,0.2629,0.0402,False
0x2da245862be758df3908195772b1b06ef4808c2b,L1b,Esports / price=0.70-0.90,55,-0.115,-0.0629,-1.47,0.655,-0.083,-0.1458,False
0x2da245862be758df3908195772b1b06ef4808c2b,L2b,Esports / Esports / price=0.50-0.70,112,0.1345,0.1263,1.91,0.67,0.1344,0.1346,False
0x2da245862be758df3908195772b1b06ef4808c2b,L2b,Sports / Soccer / price=0.50-0.70,40,0.1425,0.1218,1.2,0.675,0.0608,0.2241,False
0x2da245862be758df3908195772b1b06ef4808c2b,L2b,Esports / Esports / price=0.70-0.90,55,-0.115,-0.0629,-1.47,0.655,-0.083,-0.1458,False
0x2da245862be758df3908195772b1b06ef4808c2b,L2l,Sports / Soccer / live,30,0.2522,0.1835,2.7,0.867,0.2135,0.2908,True
0x2da245862be758df3908195772b1b06ef4808c2b,L2l,Esports / Esports / live,148,0.0501,0.0537,0.85,0.676,0.0596,0.0406,False
0x2da245862be758df3908195772b1b06ef4808c2b,L2l,Esports / Esports / pre,47,0.0511,0.0599,0.46,0.596,0.0975,0.0067,False
0x2da245862be758df3908195772b1b06ef4808c2b,L2l,Sports / Soccer / pre,35,0.0558,0.0648,0.43,0.657,-0.095,0.1983,False
0xab795bf04976828027b7ebe7814c7100e14ff2ed,L1,Other,79,0.4215,0.3646,2.73,0.722,0.5237,0.3219,True
0xab795bf04976828027b7ebe7814c7100e14ff2ed,L2,Other / Geopolitics,46,0.6282,0.4802,2.46,0.717,0.748,0.5085,True
0xab795bf04976828027b7ebe7814c7100e14ff2ed,L3,Other / Geopolitics / ?,41,0.7167,0.5275,2.56,0.756,0.8372,0.6019,True
0xab795bf04976828027b7ebe7814c7100e14ff2ed,L2t,Other / Geopolitics / type=binary,46,0.6282,0.4802,2.46,0.717,0.748,0.5085,True
0x2714203fdcc0843fac3122edccea32c05bcd960f,L2b,Sports / Soccer / price=0.50-0.70,187,0.1356,0.1213,2.22,0.647,0.2527,0.0196,True
0x1b12d5a36522fc9459c6b3f35b00325d416e7a89,L1,Crypto,412,0.4994,0.4949,3.05,0.367,0.7776,0.2212,True
0x1b12d5a36522fc9459c6b3f35b00325d416e7a89,L2,Crypto / Bitcoin,130,0.772,0.7226,2.17,0.362,1.0799,0.4642,True
0x1b12d5a36522fc9459c6b3f35b00325d416e7a89,L1b,Crypto / price=0.00-0.10,88,1.743,1.4945,2.5,0.273,3.2264,0.2595,True
0x1b12d5a36522fc9459c6b3f35b00325d416e7a89,L1b,Crypto / price=0.30-0.50,49,0.5129,0.4806,3.04,0.592,0.4475,0.5756,True
0x84e5296a947b530f7ee3e8c47ea2850db99d2303,L2b,Sports / Soccer / price=0.50-0.70,94,0.172,0.1306,2.08,0.649,0.2058,0.1381,True
0xc97f5c2b3a80fa6ba1e77c7aa4ff08985a7eb5e5,L3,Esports / Esports / League of Legends,63,0.3458,0.263,2.57,0.651,0.4249,0.2691,True
0xc97f5c2b3a80fa6ba1e77c7aa4ff08985a7eb5e5,L1b,Esports / price=0.50-0.70,80,0.1999,0.1604,2.25,0.688,0.3427,0.0571,True
0xc97f5c2b3a80fa6ba1e77c7aa4ff08985a7eb5e5,L2b,Esports / Esports / price=0.50-0.70,80,0.1999,0.1604,2.25,0.688,0.3427,0.0571,True
0xde8a0d3f55907de65925629a578a105f30c4a3fc,L1,Sports,720,0.3118,0.3107,3.02,0.504,0.2662,0.3575,True
0xde8a0d3f55907de65925629a578a105f30c4a3fc,L2,Sports / Other sport,720,0.3118,0.3107,3.02,0.504,0.2662,0.3575,True
0xde8a0d3f55907de65925629a578a105f30c4a3fc,L2t,Sports / Other sport / type=binary,720,0.3118,0.3107,3.02,0.504,0.2662,0.3575,True
0xde8a0d3f55907de65925629a578a105f30c4a3fc,L1b,Sports / price=0.70-0.90,187,0.0857,0.1036,3.34,0.834,0.0725,0.0988,True
0xde8a0d3f55907de65925629a578a105f30c4a3fc,L2b,Sports / Other sport / price=0.70-0.90,187,0.0857,0.1036,3.34,0.834,0.0725,0.0988,True
0xde8a0d3f55907de65925629a578a105f30c4a3fc,L2l,Sports / Other sport / pre,259,0.4007,0.3915,2.31,0.444,0.3992,0.4022,True
0xde8a0d3f55907de65925629a578a105f30c4a3fc,L2l,Sports / Other sport / live,461,0.2619,0.2623,2.04,0.538,0.1889,0.3346,True
0x5608360159e8598483ef8a051edf2f3e3f00c0db,L3,Sports / Other sport / Munich Daily Weather,98,0.3632,0.31,2.17,0.653,0.2144,0.512,True
0x5608360159e8598483ef8a051edf2f3e3f00c0db,L1b,Sports / price=0.30-0.50,159,0.1785,0.164,2.18,0.497,0.1255,0.2308,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L1,Esports,1573,0.1386,0.1385,3.45,0.67,0.1267,0.1505,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L1,Sports,617,0.1169,0.1174,3.87,0.728,0.1249,0.1089,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L2,Esports / Esports,1573,0.1386,0.1385,3.45,0.67,0.1267,0.1505,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L2,Sports / Soccer,255,0.1697,0.1669,2.68,0.718,0.2301,0.1097,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L2,Sports / Tennis,362,0.0797,0.0824,3.11,0.735,0.0271,0.1323,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L3,Esports / Esports / Counter Strike,1470,0.1471,0.1469,3.44,0.671,0.1441,0.1501,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L3,Sports / Soccer / Counter Strike,250,0.1683,0.1656,2.61,0.72,0.2331,0.1035,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L3,Sports / Tennis / ATP,292,0.0977,0.0999,3.19,0.729,0.0437,0.1517,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L2t,Esports / Esports / type=child_moneyline,1317,0.1516,0.1513,3.22,0.674,0.1346,0.1686,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L2t,Sports / Soccer / type=moneyline,255,0.1697,0.1669,2.68,0.718,0.2301,0.1097,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L2t,Sports / Tennis / type=moneyline,362,0.0797,0.0824,3.11,0.735,0.0271,0.1323,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L1b,Esports / price=0.00-0.10,54,2.4986,1.859,2.37,0.407,2.0373,2.96,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L1b,Sports / price=0.30-0.50,149,0.2041,0.1955,4.24,0.685,0.1907,0.2173,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L1b,Esports / price=0.50-0.70,326,0.1289,0.1291,5.29,0.712,0.132,0.1259,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L1b,Sports / price=0.50-0.70,163,0.0948,0.0989,3.16,0.73,0.0618,0.1275,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L2b,Esports / Esports / price=0.00-0.10,54,2.4986,1.859,2.37,0.407,2.0373,2.96,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L2b,Esports / Esports / price=0.50-0.70,326,0.1289,0.1291,5.29,0.712,0.132,0.1259,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L2b,Sports / Soccer / price=0.30-0.50,57,0.2573,0.2247,2.51,0.632,0.3834,0.1356,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L2b,Sports / Tennis / price=0.30-0.50,92,0.1711,0.1641,3.77,0.717,0.1737,0.1685,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L2b,Sports / Tennis / price=0.50-0.70,105,0.097,0.1026,3.11,0.752,0.0737,0.1199,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L2l,Esports / Esports / live,1570,0.1389,0.1388,3.45,0.67,0.1263,0.1514,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L2l,Sports / Soccer / live,255,0.1697,0.1669,2.68,0.718,0.2301,0.1097,True
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,L2l,Sports / Tennis / live,360,0.0797,0.0824,3.09,0.733,0.0284,0.131,True
0x14f3790ce1323c4b1cb351ed068c1866a0c60c3d,L1,Other,439,0.3304,0.3199,14.8,1.0,0.4151,0.2461,True
0x14f3790ce1323c4b1cb351ed068c1866a0c60c3d,L2,Other / ?,439,0.3304,0.3199,14.8,1.0,0.4151,0.2461,True
0x14f3790ce1323c4b1cb351ed068c1866a0c60c3d,L2,Sports / Tennis,86,0.2801,0.2442,2.02,0.779,0.3638,0.1963,True
0x14f3790ce1323c4b1cb351ed068c1866a0c60c3d,L3,Other / ? / ?,439,0.3304,0.3199,14.8,1.0,0.4151,0.2461,True
0x14f3790ce1323c4b1cb351ed068c1866a0c60c3d,L2t,Other / ? / type=binary,439,0.3304,0.3199,14.8,1.0,0.4151,0.2461,True
0x14f3790ce1323c4b1cb351ed068c1866a0c60c3d,L2t,Sports / Tennis / type=moneyline,68,0.3501,0.291,2.09,0.779,0.4706,0.2295,True
0x14f3790ce1323c4b1cb351ed068c1866a0c60c3d,L1b,Other / price=0.10-0.30,209,0.4114,0.3833,10.58,1.0,0.3988,0.4239,True
0x14f3790ce1323c4b1cb351ed068c1866a0c60c3d,L1b,Other / price=0.30-0.50,104,0.2666,0.2381,11.25,1.0,0.2742,0.259,True
0x14f3790ce1323c4b1cb351ed068c1866a0c60c3d,L1b,Other / price=0.00-0.10,42,0.4277,0.3187,4.44,1.0,0.4916,0.3637,True
0x14f3790ce1323c4b1cb351ed068c1866a0c60c3d,L1b,Other / price=0.50-0.70,33,0.3058,0.2243,6.7,1.0,0.2782,0.3317,True
0x14f3790ce1323c4b1cb351ed068c1866a0c60c3d,L2b,Other / ? / price=0.10-0.30,209,0.4114,0.3833,10.58,1.0,0.3988,0.4239,True
0x14f3790ce1323c4b1cb351ed068c1866a0c60c3d,L2b,Other / ? / price=0.30-0.50,104,0.2666,0.2381,11.25,1.0,0.2742,0.259,True
0x14f3790ce1323c4b1cb351ed068c1866a0c60c3d,L2b,Other / ? / price=0.00-0.10,42,0.4277,0.3187,4.44,1.0,0.4916,0.3637,True
0x14f3790ce1323c4b1cb351ed068c1866a0c60c3d,L2b,Other / ? / price=0.50-0.70,33,0.3058,0.2243,6.7,1.0,0.2782,0.3317,True
0x7b1036b62136cad4ac4b86668c3dcb9e84e2acab,L1,Sports,943,0.1991,0.199,2.85,0.573,0.2874,0.1109,True
0x7b1036b62136cad4ac4b86668c3dcb9e84e2acab,L2,Sports / Soccer,247,0.2101,0.2092,2.09,0.607,0.3342,0.0871,True
0x7b1036b62136cad4ac4b86668c3dcb9e84e2acab,L3,Sports / Soccer / FIFA World Cup,192,0.2163,0.2145,2.14,0.646,0.3209,0.1117,True
0x7b1036b62136cad4ac4b86668c3dcb9e84e2acab,L1b,Sports / price=0.10-0.30,105,0.5049,0.4557,2.19,0.314,0.6855,0.3278,True
0x7b1036b62136cad4ac4b86668c3dcb9e84e2acab,L1b,Sports / price=0.30-0.50,251,0.1713,0.1732,2.21,0.482,0.0623,0.2795,True
0x7b1036b62136cad4ac4b86668c3dcb9e84e2acab,L2l,Sports / Soccer / live,164,0.2754,0.2669,2.34,0.634,0.3698,0.1811,True
0x81f50b448d31c881499e77ef301a9a4187f270af,L3,Sports / Hockey / ?,49,0.5266,0.3799,3.21,0.694,0.856,0.2103,True
0x81f50b448d31c881499e77ef301a9a4187f270af,L3,Esports / Esports / ?,54,0.4642,0.3443,2.29,0.574,0.4109,0.5175,True
0x81f50b448d31c881499e77ef301a9a4187f270af,L2t,Sports / Hockey / type=moneyline,79,0.2871,0.2332,2.18,0.582,0.4789,0.1001,True
0x81f50b448d31c881499e77ef301a9a4187f270af,L2b,Sports / Hockey / price=0.30-0.50,59,0.3404,0.2594,2.23,0.576,0.4638,0.221,True
0x81f50b448d31c881499e77ef301a9a4187f270af,L2l,Sports / Hockey / live,79,0.3202,0.2596,2.42,0.595,0.5438,0.1022,True
0x36b321c39e0f5b7d1835467cb91365c2571ae421,L2,Sports / Tennis,1344,0.0612,0.0605,2.15,0.557,0.0515,0.0709,True
0x36b321c39e0f5b7d1835467cb91365c2571ae421,L3,Sports / Tennis / WTA,308,0.1559,0.1472,2.58,0.591,0.1917,0.1201,True
0x36b321c39e0f5b7d1835467cb91365c2571ae421,L1b,Sports / price=0.70-0.90,764,0.0395,0.0389,2.03,0.791,0.0536,0.0254,True
0x36b321c39e0f5b7d1835467cb91365c2571ae421,L2l,Sports / Tennis / pre,1337,0.0622,0.0615,2.18,0.557,0.0532,0.0711,True
0x233bacfb515aad6871027b95c5e4c6166f5c1f2c,L1,Politics,448,0.13,0.1273,2.33,0.676,0.127,0.1329,True
0x233bacfb515aad6871027b95c5e4c6166f5c1f2c,L1b,Politics / price=0.30-0.50,51,0.339,0.2627,2.43,0.51,0.1152,0.5542,True
0x42eca92a593ce0e8600fec05c50670e0ead3ad28,L2b,Sports / Basketball / price=0.50-0.70,38,0.2448,0.1734,2.04,0.737,0.3362,0.1535,True
0xf95e269d7e6c37da86dcbc2fc515e9bbd7741816,L3,Esports / Esports / Counter Strike,45,0.4598,0.3379,2.15,0.644,0.0447,0.8567,True
0xf95e269d7e6c37da86dcbc2fc515e9bbd7741816,L1b,Sports / price=0.70-0.90,70,0.1364,0.1203,2.93,0.857,0.2008,0.072,True
0x8ae599cc1fdeb17c95e2af00bd75a38034bd4f22,L3,Sports / Soccer / UEFA Champions League 2025,59,0.1959,0.1427,2.43,0.831,0.197,0.1948,True
0xa080dadd87036ad01dbf5e9c254b0c3dbdba234f,L3,Sports / American Football / NFL 2026,43,0.3309,0.2194,2.36,0.698,0.0057,0.6413,True
0xa080dadd87036ad01dbf5e9c254b0c3dbdba234f,L2l,Sports / American Football / pre,47,0.2973,0.2025,2.13,0.66,0.064,0.5209,True
0xce0062bdbcdecdaa27964d1350f6dfe345ee7d1d,L2l,Sports / Basketball / pre,50,0.2991,0.2092,2.56,0.58,0.2222,0.376,True
0xba1d8825141394a00f14c82c03aa68b1f20cd326,L1,Sports,1043,0.0722,0.0722,2.0,0.548,0.1025,0.0418,True
0xba1d8825141394a00f14c82c03aa68b1f20cd326,L1b,Sports / price=0.10-0.30,154,0.3447,0.3139,2.23,0.325,0.3729,0.3165,True
0x482acc0c3c6268a16482953be000b2b46cccc85d,L1,Sports,1634,0.3211,0.3211,2.68,0.632,0.3404,0.3017,True
0x482acc0c3c6268a16482953be000b2b46cccc85d,L2,Sports / Soccer,1334,0.3763,0.3755,2.58,0.614,0.4022,0.3504,True
0x482acc0c3c6268a16482953be000b2b46cccc85d,L1b,Sports / price=0.30-0.50,180,0.3058,0.3073,3.59,0.533,0.2922,0.3194,True
0x482acc0c3c6268a16482953be000b2b46cccc85d,L1b,Sports / price=0.50-0.70,197,0.1173,0.1361,2.42,0.624,0.0709,0.1632,True
0x482acc0c3c6268a16482953be000b2b46cccc85d,L1b,Sports / price=0.70-0.90,466,0.0633,0.0739,3.49,0.828,0.0676,0.059,True
0x482acc0c3c6268a16482953be000b2b46cccc85d,L2b,Sports / Soccer / price=0.00-0.10,211,1.9026,1.7657,2.1,0.114,2.2452,1.5632,True
0x482acc0c3c6268a16482953be000b2b46cccc85d,L2b,Sports / Soccer / price=0.30-0.50,152,0.2902,0.2938,3.2,0.526,0.2923,0.2881,True
0x482acc0c3c6268a16482953be000b2b46cccc85d,L2b,Sports / Soccer / price=0.70-0.90,375,0.0634,0.0764,3.19,0.829,0.0615,0.0652,True
0x482acc0c3c6268a16482953be000b2b46cccc85d,L2l,Sports / Soccer / live,1321,0.3823,0.3814,2.6,0.615,0.4107,0.3539,True
0x4bc5d791b6426215ad2bf26ff209af054e1ee563,L1b,Sports / price=0.50-0.70,257,0.0695,0.0748,2.2,0.564,0.064,0.0749,True
0x4bc5d791b6426215ad2bf26ff209af054e1ee563,L2b,Sports / Soccer / price=0.50-0.70,251,0.0682,0.0738,2.12,0.562,0.0567,0.0797,True
0xb7ef580a13f0463561170074bece5fb7bbd3812c,L2,Sports / Other sport,140,0.0896,0.0865,2.01,0.729,0.0993,0.0799,True
0xb7ef580a13f0463561170074bece5fb7bbd3812c,L2t,Sports / Other sport / type=binary,140,0.0896,0.0865,2.01,0.729,0.0993,0.0799,True
0xb7ef580a13f0463561170074bece5fb7bbd3812c,L1b,Other / price=0.70-0.90,36,0.0389,0.0482,2.08,0.778,0.017,0.0609,True
0x7cb207841c27d6d76d272e55209694c86e7bf12f,L2t,Sports / Basketball / type=moneyline,180,0.2407,0.2201,2.42,0.644,0.3684,0.113,True
0x7cb207841c27d6d76d272e55209694c86e7bf12f,L1b,Sports / price=0.10-0.30,52,0.872,0.6394,2.55,0.423,1.3773,0.3666,True
0x7cb207841c27d6d76d272e55209694c86e7bf12f,L2b,Sports / Basketball / price=0.70-0.90,42,0.1424,0.1077,2.34,0.881,0.0514,0.2334,True
0x7cb207841c27d6d76d272e55209694c86e7bf12f,L2l,Sports / Basketball / live,150,0.2349,0.2113,2.07,0.627,0.4454,0.0244,True
0x4c2da46b289847e3e8377c6f4ca3d520c620f8ae,L1,Sports,98,0.5034,0.4608,2.02,0.49,0.5283,0.4784,True
0x4c2da46b289847e3e8377c6f4ca3d520c620f8ae,L2,Sports / Other sport,96,0.5244,0.4774,2.06,0.5,0.5383,0.5104,True
0x4c2da46b289847e3e8377c6f4ca3d520c620f8ae,L2,Politics / All,86,0.3226,0.3093,2.29,0.593,0.4011,0.2441,True
0x4c2da46b289847e3e8377c6f4ca3d520c620f8ae,L3,Politics / All / ?,82,0.3288,0.3137,2.22,0.585,0.3935,0.2641,True
0x4c2da46b289847e3e8377c6f4ca3d520c620f8ae,L2t,Sports / Other sport / type=binary,96,0.5244,0.4774,2.06,0.5,0.5383,0.5104,True
0x4c2da46b289847e3e8377c6f4ca3d520c620f8ae,L2t,Politics / All / type=binary,86,0.3226,0.3093,2.29,0.593,0.4011,0.2441,True
0x4c2da46b289847e3e8377c6f4ca3d520c620f8ae,L1b,Politics / price=0.10-0.30,179,0.2676,0.266,2.02,0.33,0.1856,0.3487,True
0x4c2da46b289847e3e8377c6f4ca3d520c620f8ae,L1b,Politics / price=0.70-0.90,100,0.0913,0.1181,2.97,0.79,0.0663,0.1163,True
0x4c2da46b289847e3e8377c6f4ca3d520c620f8ae,L2l,Sports / Other sport / pre,45,1.0594,0.8109,2.04,0.533,0.9669,1.1479,True
0x4a1b8e8d38aecdc9687bb0f601801d59fa44724f,L1,Sports,95,0.1786,0.1796,2.86,0.832,0.1497,0.2068,True
